"('Oferta biura nieruchomości',)","('3-pokojowe mieszkanie na sprzedaż',)","('Warszawa, Praga-Południe, Jana Zamoyskiego',)","('560000',)","('9459',)","('59,20',)","('3',)","('wtórny',)","('blok',)","('8',)","('9',)","('inne',)","('1999',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie, 176 m², Warszawa',)","('Warszawa, Bielany, Hieroglif',)","('2100000',)","('11932',)","('176',)","('4',)","('wtórny',)","('apartamentowiec',)","('parter',)","('3',)","('Brak danych',)","('2004',)",pełna własność
"('Oferta prywatna',)","('Kawalerka 24,71m2 taras ul. Jagielońska Pelcowizna',)","('Warszawa, Praga-Północ, ul. Jagiellońska',)","('259500',)","('10502',)","('24,71',)","('1',)","('pierwotny',)","('apartamentowiec',)","('3',)","('7',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('4 pokoje, metro Natolin',)","('Warszawa, Ursynów, Natolin',)","('1099000',)","('8792',)","('125',)","('4',)","('wtórny',)","('apartamentowiec',)","('2',)","('7',)","('cegła',)","('1999',)",Brak danych
"('Oferta biura nieruchomości',)","('3 pokoje, Ursynów, Rezydencja Renoir',)","('Warszawa, Ursynów, Rosoła',)","('1013850',)","('13500',)","('75,10',)","('3',)","('wtórny',)","('apartamentowiec',)","('3',)","('3',)","('Brak danych',)","('2005',)",pełna własność
"('Oferta biura nieruchomości',)","('Stylowy apartament 120 M kw z tarasem 18 mkw',)","('Warszawa, Wilanów',)","('1243950',)","('10339',)","('120,32',)","('4',)","('wtórny',)","('apartamentowiec',)","('2',)","('4',)","('Brak danych',)","('2008',)",pełna własność
"('Oferta biura nieruchomości',)","('Nietypowe, Antresola, Taras, Kominek I Garaż',)","('Warszawa, Wawer, Międzylesie',)","('715000',)","('7998',)","('89,40',)","('5',)","('wtórny',)","('Brak danych',)","('3',)","('3',)","('cegła',)","('1960',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie 72m2 Z Potencjałem ok.Nowego Światu',)","('Warszawa, Centrum',)","('799000',)","('11097',)","('72',)","('3',)","('wtórny',)","('Brak danych',)","('1',)","('7',)","('cegła',)","('1959',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('4 pokoje, 15 min Centrum, dwa garaże',)","('Warszawa, Praga-Południe, Grochowska',)","('440520',)","('8009',)","('55',)","('4',)","('wtórny',)","('blok',)","('3',)","('5',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Dojazd do centrum w 15 minut, super komunikacja!',)","('Warszawa, Wola, ul. Marcina Kasprzaka',)","('399525',)","('10500',)","('38,05',)","('1',)","('pierwotny',)","('apartamentowiec',)","('3',)","('27',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Promocja! Zielona okolica, kameralne osiedle!',)","('Warszawa, Białołęka, ul. Kąty Grodziskie',)","('339516',)","('6396',)","('53,08',)","('3',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('2',)","('inne',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Super cena! Niska, kameralna zabudowa!',)","('Warszawa, Białołęka, ul. Kąty Grodziskie',)","('340338',)","('6550',)","('51,96',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('2',)","('inne',)","('Brak danych',)",pełna własność
"('Oferta prywatna',)","('Mieszkanie 48 m , Warszawa Ursus',)","('Warszawa, Ursus',)","('400000',)","('8333',)","('48',)","('3',)","('wtórny',)","('blok',)","('parter',)","('4',)","('Brak danych',)","('Brak danych',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('OSTATNIE -stan deweloperski odbiór 2019!',)","('Warszawa, Wilanów, ul. Zdrowa',)","('455000',)","('13071',)","('34,81',)","('1',)","('wtórny',)","('apartamentowiec',)","('1',)","('4',)","('Brak danych',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('Metro 11 minut pieszo, 3 pokoje, Dolina Służewieck',)","('Warszawa, Mokotów',)","('629000',)","('9677',)","('65',)","('3',)","('wtórny',)","('blok',)","('1',)","('10',)","('Brak danych',)","('1978',)",Brak danych
"('Oferta biura nieruchomości',)","('3 pokoje z pełnym wyposażeniem, ul. Belwederska',)","('Warszawa, Mokotów, Dolny Mokotów, Belwederska',)","('480000',)","('10063',)","('47,70',)","('3',)","('wtórny',)","('Brak danych',)","('3',)","('10',)","('Brak danych',)","('1965',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Rozkładowe 3pokoje, cegła',)","('Warszawa, Żoliborz, Sady Żoliborskie, Broniewskiego',)","('445000',)","('9271',)","('48',)","('3',)","('wtórny',)","('Brak danych',)","('3',)","('4',)","('cegła',)","('1960',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Mieszkanie 64 M kw na Starych Włochach',)","('Warszawa, Włochy, Stare Włochy',)","('438840',)","('6857',)","('64',)","('3',)","('wtórny',)","('kamienica',)","('parter',)","('2',)","('cegła',)","('1930',)",udział
"('Oferta biura nieruchomości',)","('Możliwość odebrania kluczy od zaraz, okazja!',)","('Warszawa, Wilanów, ul. Zaściankowa',)","('684000',)","('9434',)","('72,50',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('2',)","('inne',)","('2018',)",Brak danych
"('Oferta biura nieruchomości',)","('Nowoczesne 2-Pok. Mieszkanie Z Balkonem-Na Sadybie',)","('Warszawa, Mokotów, Sadyba, Limanowskiego Bolesława',)","('670000',)","('12642',)","('53',)","('2',)","('wtórny',)","('apartamentowiec',)","('2',)","('5',)","('cegła',)","('2000',)",Brak danych
"('Oferta biura nieruchomości',)","('3 min do Ronda Wiatraczna, mieszkanie dwupokojowe',)","('Warszawa, Praga-Południe, Grochów, Dobrowoja',)","('445000',)","('9507',)","('46,81',)","('2',)","('wtórny',)","('kamienica',)","('2',)","('3',)","('cegła',)","('1950',)",pełna własność
"('Oferta biura nieruchomości',)","('Apartament z tarasem na dachu! Przepiękny widok!',)","('Warszawa, Śródmieście',)","('3466725',)","('25697',)","('134,91',)","('5',)","('wtórny',)","('kamienica',)","('4',)","('4',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Apartament 106m2, wysoki standard wykończenia',)","('Warszawa, Włochy, Mikołajska',)","('1170000',)","('11038',)","('106',)","('3',)","('wtórny',)","('apartamentowiec',)","('3',)","('3',)","('cegła',)","('2005',)",pełna własność
"('Oferta biura nieruchomości',)","('Gotowy, WYKOŃCZONY apartament z tarasem na dachu!',)","('Warszawa, Śródmieście',)","('5929468,09',)","('28681',)","('206,74',)","('5',)","('wtórny',)","('kamienica',)","('4',)","('4',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Promocja! -28918,08PLN. Bez PCC i Prowizji',)","('Warszawa, Mokotów',)","('650176,92',)","('11071',)","('58,73',)","('3',)","('pierwotny',)","('blok',)","('2',)","('7',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta prywatna',)","('Kawalerka idealna dla studenta!',)","('Warszawa, Żoliborz, ul. gen. Józefa Zajączka',)","('369000',)","('12724',)","('29',)","('1',)","('wtórny',)","('blok',)","('2',)","('10',)","('cegła',)","('1980',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Świetne mieszkanie dla rodziny, blisko komunikacji',)","('Warszawa, Białołęka, ul. Wyspiarska',)","('443996',)","('6852',)","('64,80',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Tarchomin Dwupokojowe mieszkanie!Miejsce postojowe',)","('Warszawa, Białołęka, Tarchomin, ul. Aluzyjna',)","('380000',)","('7451',)","('51',)","('2',)","('wtórny',)","('blok',)","('4',)","('Brak danych',)","('Brak danych',)","('2003',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokoje, Wola ul Sowińskiego',)","('Warszawa, Wola',)","('560000',)","('10000',)","('56',)","('3',)","('wtórny',)","('apartamentowiec',)","('2',)","('7',)","('Brak danych',)","('2009',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie z garażem na Sadybie',)","('Warszawa, Mokotów, Jana III Sobieskiego',)","('858000',)","('6575',)","('130,50',)","('4',)","('wtórny',)","('blok',)","('4',)","('5',)","('inne',)","('1997',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Bemowo, Nowoczesne 3 Pokojowe Z Garażem I Windą',)","('Warszawa, Bemowo',)","('699000',)","('9446',)","('74',)","('3',)","('wtórny',)","('apartamentowiec',)","('4',)","('4',)","('cegła',)","('2001',)",pełna własność
"('Oferta biura nieruchomości',)","('Mini Apartament blisko centrum na iwestycje !',)","('Warszawa, Wola',)","('210000',)","('11053',)","('19',)","('1',)","('pierwotny',)","('apartamentowiec',)","('Brak danych',)","('Brak danych',)","('cegła',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('2 lub 3 pokoje + Duży_taras_Wysoki Standard',)","('Warszawa, Wola',)","('470000',)","('10000',)","('47',)","('2',)","('pierwotny',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('ustawne 3-pokoje z balkonem',)","('Warszawa, Mokotów, Cybernetyki',)","('623000',)","('10559',)","('59',)","('3',)","('pierwotny',)","('Brak danych',)","('2',)","('7',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Absolutnie piekny apartament w Śródmieściu.',)","('Warszawa, Śródmieście, Śródmieście Południowe, Aleja Niepodległości',)","('2180000',)","('16148',)","('135',)","('3',)","('wtórny',)","('kamienica',)","('2',)","('4',)","('Brak danych',)","('1924',)",pełna własność
"('Oferta biura nieruchomości',)","('Dwupokojowy apartament',)","('Warszawa, Wola',)","('675000',)","('11155',)","('60,51',)","('2',)","('wtórny',)","('apartamentowiec',)","('8',)","('Brak danych',)","('Brak danych',)","('2009',)",Brak danych
"('Oferta biura nieruchomości',)","('Promocja! -28373,24PLN. Bez PCC i Prowizji',)","('Warszawa, Mokotów',)","('627323,76',)","('10489',)","('59,81',)","('3',)","('pierwotny',)","('blok',)","('3',)","('7',)","('keramzyt',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Rozkładowe 3 pokoje do wejścia na Gocławiu!',)","('Warszawa, Praga-Południe, Gocław',)","('515000',)","('9196',)","('56',)","('3',)","('wtórny',)","('blok',)","('4',)","('12',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Warszawa, Kłobucka, 43,4 m2-0% od kupującego',)","('Warszawa, Ursynów, Wyczółki, Kłobucka',)","('410000',)","('9447',)","('43,40',)","('2',)","('pierwotny',)","('blok',)","('4',)","('4',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Stary Żoliborz Plac Inwalidów w Kamienicy z 1936',)","('Warszawa, Żoliborz, Stary Żoliborz, Mickiewicza Adama',)","('1075000',)","('12999',)","('82,70',)","('3',)","('wtórny',)","('kamienica',)","('3',)","('3',)","('cegła',)","('1936',)",pełna własność
"('Oferta biura nieruchomości',)","('PROMOCJA Praga-Południe! Klucze 2019! 0%prowizji',)","('Warszawa, Praga-Południe',)","('469582,33',)","('8681',)","('54,09',)","('4',)","('pierwotny',)","('blok',)","('5',)","('5',)","('keramzyt',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Świetna komunikacja! Blisko Galeria Mokotów!',)","('Warszawa, Ursynów, ul. Kłobucka',)","('350086',)","('12763',)","('27,43',)","('1',)","('pierwotny',)","('apartamentowiec',)","('5',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Przepiękny apertament dla Wymagających !!',)","('Warszawa, Ursynów, Belgradzka',)","('1250000',)","('11500',)","('108,70',)","('4',)","('wtórny',)","('apartamentowiec',)","('Brak danych',)","('5',)","('cegła',)","('2001',)",pełna własność
"('Oferta biura nieruchomości',)","('Przepiękna kamienica w sąsiedztwie Politechniki!',)","('Warszawa, Śródmieście',)","('1750000',)","('15732',)","('111,24',)","('3',)","('wtórny',)","('kamienica',)","('3',)","('5',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Niska cena za mieszkanie w Warszawie.',)","('Warszawa, Białołęka, Kamińskiego',)","('555000',)","('4230',)","('131,20',)","('4',)","('wtórny',)","('blok',)","('3',)","('3',)","('Brak danych',)","('2002',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Trzypokojowe w pobliżu Parku Łazienkowskiego',)","('Warszawa, Mokotów, Jurija Gagarina',)","('550000',)","('9291',)","('59,20',)","('3',)","('wtórny',)","('kamienica',)","('3',)","('3',)","('cegła',)","('1951',)",pełna własność
"('Oferta prywatna',)","('Bezpośrednio kawalerka 34,8 mkw Warszawa Białołęka',)","('Warszawa, Białołęka, ul. Grzymalitów',)","('310000',)","('8908',)","('34,80',)","('1',)","('wtórny',)","('blok',)","('2',)","('3',)","('beton komórkowy',)","('2002',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie z windą i miejscem postojowym w garażu',)","('Warszawa, Śródmieście, Wilcza',)","('1225000',)","('12500',)","('98',)","('4',)","('wtórny',)","('blok',)","('5',)","('6',)","('Brak danych',)","('1994',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Apartament Bliska Wola Tower już od 9 500zł/m2!',)","('Warszawa, Wola, ul. Marcina Kasprzaka',)","('592420',)","('9500',)","('62,36',)","('1',)","('pierwotny',)","('apartamentowiec',)","('3',)","('26',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Oferta Specjalna! Apartament Z Pięknym Widokiem!',)","('Warszawa, Mokotów, Cybernetyki',)","('1249000',)","('8278',)","('150,89',)","('5',)","('wtórny',)","('apartamentowiec',)","('9',)","('9',)","('Brak danych',)","('2009',)",pełna własność
"('Oferta prywatna',)","('mieszkanie przy RONDO WIATRACZNA z ogródkiem 48m2',)","('Warszawa, Praga-Południe, ul. Chrzanowskiego',)","('329000',)","('10531',)","('31,24',)","('2',)","('wtórny',)","('blok',)","('parter',)","('5',)","('inne',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Elegancka kawalerka przy tuż przy Polu Mokotowskim',)","('Warszawa, Mokotów, Karola Chodkiewicza',)","('457000',)","('13891',)","('32,90',)","('1',)","('wtórny',)","('apartamentowiec',)","('parter',)","('6',)","('cegła',)","('2006',)",pełna własność
"('Oferta biura nieruchomości',)","('Prawie Gotowe!Miejsce postojowe Gratis! Okazja!',)","('Warszawa, Mokotów, Cybernetyki',)","('647324',)","('10823',)","('59,81',)","('3',)","('wtórny',)","('apartamentowiec',)","('3',)","('7',)","('inne',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Kawalerka 28,09m2 ul. Cybernetyki Mokotów',)","('Warszawa, Mokotów, Cybernetyki',)","('393260',)","('14000',)","('28,09',)","('1',)","('wtórny',)","('blok',)","('2',)","('7',)","('cegła',)","('2019',)",pełna własność
"('Oferta prywatna',)","('BEZPOŚREDNIO!Własny Apartament w sercu Centrum!!!',)","('Warszawa, Śródmieście',)","('320000',)","('10000',)","('32',)","('2',)","('pierwotny',)","('apartamentowiec',)","('Brak danych',)","('Brak danych',)","('cegła',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Promocja! -22 556.03PLN. Bez PCC i Prowizji',)","('Warszawa, Praga-Południe',)","('466958,97',)","('8633',)","('54,09',)","('4',)","('pierwotny',)","('blok',)","('4',)","('5',)","('keramzyt',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Lux Mokotów 2 pokoje do wprowadzenia.',)","('Warszawa, Mokotów, Chełmska',)","('599000',)","('11980',)","('50',)","('2',)","('wtórny',)","('apartamentowiec',)","('2',)","('3',)","('cegła',)","('1960',)",pełna własność
"('Oferta prywatna',)","('Rodzinne Mieszkanie 3 pokoje (52 m2) przy METRZE!',)","('Warszawa, Śródmieście',)","('535000',)","('10288',)","('52',)","('3',)","('pierwotny',)","('apartamentowiec',)","('Brak danych',)","('Brak danych',)","('cegła',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Apartament w Wilanowie płacisz za 38 m2 masz 70 m2',)","('Warszawa, Wilanów, Zawady',)","('421300',)","('11000',)","('38,30',)","('2',)","('pierwotny',)","('apartamentowiec',)","('2',)","('2',)","('Brak danych',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('Nowa Cena! Świetne Na Inwestycje !!! 1936r budowy!',)","('Warszawa, Centrum',)","('1399000',)","('8968',)","('156',)","('6',)","('wtórny',)","('kamienica',)","('6',)","('7',)","('cegła',)","('1936',)",pełna własność
"('Oferta biura nieruchomości',)","('3 Pokoje Metro Kondratowicza',)","('Warszawa, Targówek, Aleksandra Kowalskiego',)","('498700',)","('9084',)","('54,90',)","('3',)","('wtórny',)","('blok',)","('3',)","('11',)","('żelbet',)","('1985',)",pełna własność
"('Oferta prywatna',)","('WYJĄTKOWE na START! 2 pok z dużym balkonem OKAZJA',)","('Warszawa, Białołęka, ul. Modlińska',)","('239000',)","('7967',)","('30',)","('2',)","('pierwotny',)","('blok',)","('Brak danych',)","('Brak danych',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Ostrobramska 134, 3 pokoje do remontu.',)","('Warszawa, Praga-Południe, Grochów, Ostrobramska',)","('365000',)","('7604',)","('48',)","('3',)","('wtórny',)","('blok',)","('4',)","('4',)","('Brak danych',)","('1965',)",spółdzielcze własnościowe
"('Oferta prywatna',)","('Mokotów, dobry rozkład, 11 piętro, piękny widok',)","('Warszawa, Mokotów, ul. Bernardyńska',)","('517000',)","('8339',)","('62',)","('3',)","('wtórny',)","('blok',)","('> 10',)","('13',)","('wielka płyta',)","('1980',)",pełna własność
"('Oferta prywatna',)","('Wola, Vis a VIS, Apartament, Ogródek 36m, Etap I',)","('Warszawa, Wola, al. Aleja Prymasa Tysiąclecia 83',)","('645000',)","('9729',)","('66,30',)","('3',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('6',)","('żelbet',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Trzy pokoje 73 m2 w apartamentowcu na Ursynowie.',)","('Warszawa, Ursynów',)","('765000',)","('10479',)","('73',)","('3',)","('wtórny',)","('apartamentowiec',)","('parter',)","('Brak danych',)","('Brak danych',)","('2005',)",Brak danych
"('Oferta biura nieruchomości',)","('Przestronne trzy pokoje w zielonej części Ursynowa',)","('Warszawa, Ursynów, Zaolziańska',)","('899000',)","('9719',)","('92,50',)","('3',)","('wtórny',)","('blok',)","('3',)","('3',)","('cegła',)","('2002',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Trzy pokoje w urokliwej okolicy Metro Ursynów',)","('Warszawa, Ursynów',)","('520000',)","('8966',)","('58',)","('3',)","('wtórny',)","('blok',)","('parter',)","('10',)","('Brak danych',)","('1977',)",Brak danych
"('Oferta biura nieruchomości',)","('2 pokoje Mokotów ul. Granitowa',)","('Warszawa, Mokotów',)","('599000',)","('11293',)","('53,04',)","('2',)","('wtórny',)","('apartamentowiec',)","('3',)","('7',)","('Brak danych',)","('2012',)",pełna własność
"('Oferta biura nieruchomości',)","('5 pokoi, Wawer ul Żegańska',)","('Warszawa, Wawer',)","('715000',)","('6590',)","('108,50',)","('5',)","('wtórny',)","('kamienica',)","('3',)","('3',)","('Brak danych',)","('1959',)",pełna własność
"('Oferta biura nieruchomości',)","('Idealne 4 pokoje z ogródkiem dla rodziny 98 m2.',)","('Warszawa, Ursynów, Natolin',)","('990000',)","('10102',)","('98',)","('4',)","('wtórny',)","('Brak danych',)","('Brak danych',)","('3',)","('Brak danych',)","('1994',)",Brak danych
"('Oferta biura nieruchomości',)","('Oryginalne 2 pokoje 55 m2, Ursynów',)","('Warszawa, Ursynów, Natolin',)","('590000',)","('10727',)","('55',)","('2',)","('wtórny',)","('Brak danych',)","('2',)","('5',)","('Brak danych',)","('2001',)",Brak danych
"('Oferta biura nieruchomości',)","('Urządzone 3/4 pokoje, 300 M Metro Kabaty !!!!',)","('Warszawa, Ursynów, Kabaty',)","('823600',)","('11716',)","('70,30',)","('3',)","('wtórny',)","('Brak danych',)","('2',)","('Brak danych',)","('Brak danych',)","('2001',)",Brak danych
"('Oferta biura nieruchomości',)","('Oryginalne mieszkanie w kamienicy !',)","('Warszawa, Włochy, Potrzebna',)","('793000',)","('6500',)","('122',)","('3',)","('wtórny',)","('kamienica',)","('4',)","('4',)","('cegła',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Centrum Wawy, apart inwestycyjne FV 23% odlicz VAT',)","('Warszawa, Wola, ul. Marcina Kasprzaka',)","('215000',)","('11316',)","('19',)","('1',)","('pierwotny',)","('apartamentowiec',)","('Brak danych',)","('26',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Centrum Wawy, apart inwestycyjne FV 23% odlicz VAT',)","('Warszawa, Wola',)","('219000',)","('10950',)","('20',)","('1',)","('pierwotny',)","('apartamentowiec',)","('6',)","('26',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Centrum Wawy, apart inwestycyjne FV 23% odlicz VAT',)","('Warszawa, Wola, ul. Marcina Kasprzaka',)","('219000',)","('10950',)","('20',)","('1',)","('pierwotny',)","('blok',)","('9',)","('24',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Centrum Wawy, apart inwestycyjne FV 23% odlicz VAT',)","('Warszawa, Wola, kasprzaka 31',)","('217900',)","('11468',)","('19',)","('1',)","('pierwotny',)","('apartamentowiec',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Funkcjonalne 2 pokoje 31,6 m2 przy Skm Żerań.',)","('Warszawa, Białołęka, Żerań',)","('284000',)","('8987',)","('31,60',)","('2',)","('wtórny',)","('Brak danych',)","('1',)","('3',)","('Brak danych',)","('2018',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie, 62 m², Warszawa',)","('Warszawa, Mokotów',)","('879000',)","('14177',)","('62',)","('3',)","('wtórny',)","('apartamentowiec',)","('2',)","('2',)","('cegła',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('Funkcjonalne 2 pokoje 43 m2, Ken Ursynów.',)","('Warszawa, Ursynów, Natolin',)","('530000',)","('12243',)","('43,29',)","('2',)","('wtórny',)","('Brak danych',)","('4',)","('16',)","('Brak danych',)","('2003',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie dla Inwestora - nawet 74 400 zł rocznie',)","('Warszawa, Praga-Południe, Jana Zamoyskiego',)","('839000',)","('6712',)","('125',)","('5',)","('wtórny',)","('Brak danych',)","('1',)","('4',)","('Brak danych',)","('1990',)",Brak danych
"('Oferta biura nieruchomości',)","('Świetny dwupoziomowy apartament + taras na dachu!',)","('Warszawa, Praga-Północ',)","('1949600',)","('16000',)","('121,85',)","('5',)","('wtórny',)","('kamienica',)","('5',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('Marszałkowska 57m2, 2/3 pokoje,MDM,komórka,piwnica',)","('Warszawa, Śródmieście',)","('689000',)","('12088',)","('57',)","('2',)","('wtórny',)","('kamienica',)","('4',)","('5',)","('cegła',)","('1955',)",pełna własność
"('Oferta biura nieruchomości',)","('Ciche trzy pokoje przy parku Cietrzewia.',)","('Warszawa, Włochy, Stawy',)","('799000',)","('9393',)","('85,06',)","('3',)","('wtórny',)","('apartamentowiec',)","('3',)","('3',)","('cegła',)","('2011',)",pełna własność
"('Oferta biura nieruchomości',)","('HIT! NOWE 2 pokoje już od 6400zł/m2!',)","('Warszawa, Białołęka, Nowodwory, ul. Mikołaja Trąby',)","('310784',)","('6400',)","('48,56',)","('2',)","('pierwotny',)","('blok',)","('1',)","('5',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Apartament na Białołęce przy ul. Mehoffera',)","('Warszawa, Białołęka',)","('559000',)","('7986',)","('70',)","('3',)","('wtórny',)","('blok',)","('3',)","('3',)","('cegła',)","('2008',)",pełna własność
"('Oferta biura nieruchomości',)","('4 pokoje, 15 min Centrum, dwa garaże',)","('Warszawa, Praga-Południe, Grochowska',)","('440520',)","('8009',)","('55',)","('4',)","('wtórny',)","('blok',)","('3',)","('5',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Komfortowy dojazd do metra! Blisko przystanek!',)","('Warszawa, Białołęka, ul. Kąty Grodziskie',)","('261118',)","('6050',)","('43,16',)","('2',)","('pierwotny',)","('apartamentowiec',)","('2',)","('2',)","('inne',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Kameralne osiedle w spokojnej części Bemowa!',)","('Warszawa, Bemowo, ul. Batalionów Chłopskich',)","('546000',)","('8828',)","('61,85',)","('3',)","('pierwotny',)","('apartamentowiec',)","('4',)","('5',)","('inne',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Przestronne 3 pokoje z OGRÓKDIEM i loggią!',)","('Warszawa, Bemowo, ul. Batalionów Chłopskich',)","('634000',)","('8449',)","('75,04',)","('3',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('5',)","('inne',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Piękny apartament na Starym Mokotowie',)","('Warszawa, Mokotów, Antoniego Odyńca',)","('1450000',)","('16997',)","('85,31',)","('3',)","('wtórny',)","('kamienica',)","('1',)","('4',)","('cegła',)","('1936',)",Brak danych
"('Oferta biura nieruchomości',)","('Konstancin apartamenty WilleTercja 150-340m',)","('Warszawa, Mokotów',)","('1150000',)","('6389',)","('180',)","('5',)","('pierwotny',)","('apartamentowiec',)","('2',)","('3',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Ekskluzywny apartament w Belevedere Residence',)","('Warszawa, Mokotów, Sułkowicka',)","('1759000',)","('13994',)","('125,70',)","('3',)","('wtórny',)","('apartamentowiec',)","('4',)","('8',)","('Brak danych',)","('2009',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokojowe mieszkanie Białołęka ul. Strumykowa',)","('Warszawa, Białołęka',)","('630000',)","('9000',)","('70',)","('3',)","('wtórny',)","('apartamentowiec',)","('parter',)","('3',)","('Brak danych',)","('2009',)",pełna własność
"('Oferta prywatna',)","('Mieszkanie, 36 m², Warszawa',)","('Warszawa, Wola, ul. Władysława Przanowskiego',)","('449000',)","('12268',)","('36,60',)","('1',)","('wtórny',)","('blok',)","('1',)","('3',)","('cegła',)","('2010',)",pełna własność
"('Oferta biura nieruchomości',)","('Idealne mieszkanie pod inwestycje',)","('Warszawa, Mokotów, św. Andrzeja Boboli',)","('796000',)","('10557',)","('75,40',)","('3',)","('wtórny',)","('kamienica',)","('4',)","('4',)","('cegła',)","('1938',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Mieszkanie 3 pokojowe w doskonałej lokalizacji',)","('Warszawa, Wola, gen. Józefa Bema',)","('734000',)","('8615',)","('85,20',)","('3',)","('wtórny',)","('blok',)","('5',)","('12',)","('cegła',)","('2002',)",pełna własność
"('Oferta biura nieruchomości',)","('Świetnie zlokalizowane 5 min do metra Wilanowska',)","('Warszawa, Mokotów, Wita Stwosza',)","('812600',)","('11950',)","('68',)","('2',)","('wtórny',)","('apartamentowiec',)","('Brak danych',)","('8',)","('cegła',)","('2016',)",pełna własność
